case_id,customer_id,amount,currency,payment_status,failure_reason,failure_count,customer_attempt_count,days_since_failure,is_customer_active,has_valid_payment_method,scenario_labels
BATCH-000145,CUSTOMER-000145,10469.13,INR,RECOVERABLE,AUTHENTICATION_FAILED,8,3,24,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000146,CUSTOMER-000146,465.43,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,43,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000147,CUSTOMER-000147,7844.23,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000148,CUSTOMER-000148,3545.55,INR,RECOVERABLE,CARD_DECLINED,2,1,14,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000149,CUSTOMER-000149,31543.22,INR,RECOVERABLE,CARD_DECLINED,1,1,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000150,CUSTOMER-000150,18724.19,INR,RECOVERABLE,INSUFFICIENT_FUNDS,4,2,22,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000151,CUSTOMER-000151,695.76,INR,EXPIRED,UNKNOWN,2,1,60,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000152,CUSTOMER-000152,8901.52,INR,RECOVERABLE,NETWORK_ERROR,2,0,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000153,CUSTOMER-000153,5520.62,INR,RECOVERABLE,CARD_DECLINED,3,3,6,True,False,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000154,CUSTOMER-000154,10613.9,INR,RECOVERABLE,NETWORK_ERROR,0,0,13,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000155,CUSTOMER-000155,9920.32,INR,FAILED,NETWORK_ERROR,5,5,25,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000156,CUSTOMER-000156,787.47,INR,EXPIRED,UNKNOWN,1,0,41,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000157,CUSTOMER-000157,5748.41,INR,FAILED,NETWORK_ERROR,0,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000158,CUSTOMER-000158,9805.04,INR,RECOVERABLE,CARD_DECLINED,3,2,12,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000159,CUSTOMER-000159,46136.96,INR,RECOVERABLE,NETWORK_ERROR,0,0,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000160,CUSTOMER-000160,7810.8,INR,FAILED,CARD_DECLINED,6,1,19,True,True,POLICY_BLOCKED
BATCH-000161,CUSTOMER-000161,163.17,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,50,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000162,CUSTOMER-000162,8259.05,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000163,CUSTOMER-000163,3297.94,INR,RECOVERABLE,CARD_DECLINED,1,0,13,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000164,CUSTOMER-000164,27669.19,INR,RECOVERABLE,CARD_DECLINED,1,1,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000165,CUSTOMER-000165,14115.96,INR,RECOVERABLE,INSUFFICIENT_FUNDS,6,1,24,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000166,CUSTOMER-000166,405.09,INR,EXPIRED,UNKNOWN,1,1,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000167,CUSTOMER-000167,686.49,INR,RECOVERABLE,NETWORK_ERROR,2,2,6,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000168,CUSTOMER-000168,8785.61,INR,RECOVERABLE,UNKNOWN,3,1,1,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000169,CUSTOMER-000169,34282.6,INR,RECOVERABLE,NETWORK_ERROR,1,1,7,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000170,CUSTOMER-000170,13877.52,INR,FAILED,NETWORK_ERROR,8,7,19,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000171,CUSTOMER-000171,126.69,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,54,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000172,CUSTOMER-000172,8231.84,INR,FAILED,NETWORK_ERROR,1,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000173,CUSTOMER-000173,8078.62,INR,RECOVERABLE,CARD_DECLINED,2,1,9,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000174,CUSTOMER-000174,46561.96,INR,RECOVERABLE,CARD_DECLINED,1,0,9,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000175,CUSTOMER-000175,9898.3,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,3,2,19,False,True,POLICY_BLOCKED
BATCH-000176,CUSTOMER-000176,172.24,INR,EXPIRED,UNKNOWN,1,0,31,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000177,CUSTOMER-000177,4365.68,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000178,CUSTOMER-000178,7073.53,INR,RECOVERABLE,CARD_DECLINED,2,2,1,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000179,CUSTOMER-000179,12528.68,INR,RECOVERABLE,CARD_DECLINED,1,0,9,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000180,CUSTOMER-000180,3655.76,INR,FAILED,PAYMENT_METHOD_EXPIRED,3,1,24,False,True,POLICY_BLOCKED
BATCH-000181,CUSTOMER-000181,410.92,INR,EXPIRED,UNKNOWN,1,0,52,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000182,CUSTOMER-000182,8026.02,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000183,CUSTOMER-000183,1294.45,INR,FAILED,UNKNOWN,2,0,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000184,CUSTOMER-000184,49237.11,INR,RECOVERABLE,CARD_DECLINED,1,0,17,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000185,CUSTOMER-000185,8564.65,INR,FAILED,UNKNOWN,4,1,18,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000186,CUSTOMER-000186,613.36,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,31,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000187,CUSTOMER-000187,2570.34,INR,FAILED,NETWORK_ERROR,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000188,CUSTOMER-000188,8317.48,INR,FAILED,UNKNOWN,1,0,6,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000189,CUSTOMER-000189,49501.09,INR,RECOVERABLE,NETWORK_ERROR,2,0,8,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000190,CUSTOMER-000190,13560.1,INR,FAILED,PAYMENT_METHOD_EXPIRED,3,2,19,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000191,CUSTOMER-000191,112.62,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000192,CUSTOMER-000192,4971.73,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000193,CUSTOMER-000193,5619.14,INR,FAILED,UNKNOWN,1,1,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000194,CUSTOMER-000194,35733.63,INR,RECOVERABLE,CARD_DECLINED,0,0,1,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000195,CUSTOMER-000195,9099.2,INR,FAILED,NETWORK_ERROR,3,1,30,False,True,POLICY_BLOCKED
BATCH-000196,CUSTOMER-000196,152.55,INR,EXPIRED,UNKNOWN,1,1,50,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000197,CUSTOMER-000197,8954.34,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000198,CUSTOMER-000198,8137.86,INR,FAILED,UNKNOWN,1,1,14,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000199,CUSTOMER-000199,45523.64,INR,RECOVERABLE,CARD_DECLINED,1,1,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000200,CUSTOMER-000200,8903.8,INR,RECOVERABLE,CARD_DECLINED,3,3,25,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000201,CUSTOMER-000201,153.71,INR,EXPIRED,UNKNOWN,0,0,33,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000202,CUSTOMER-000202,6829.01,INR,FAILED,INSUFFICIENT_FUNDS,1,0,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000203,CUSTOMER-000203,4697.28,INR,FAILED,UNKNOWN,3,2,13,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000204,CUSTOMER-000204,24065.85,INR,RECOVERABLE,NETWORK_ERROR,2,0,16,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000205,CUSTOMER-000205,13477.99,INR,FAILED,NETWORK_ERROR,4,4,18,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000206,CUSTOMER-000206,280.93,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,58,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000207,CUSTOMER-000207,746.1,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,4,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000208,CUSTOMER-000208,2632.65,INR,FAILED,CARD_DECLINED,1,0,10,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000209,CUSTOMER-000209,13670.31,INR,RECOVERABLE,CARD_DECLINED,2,1,6,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000210,CUSTOMER-000210,9619.27,INR,FAILED,INSUFFICIENT_FUNDS,4,1,26,True,True,POLICY_BLOCKED
BATCH-000211,CUSTOMER-000211,225.93,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000212,CUSTOMER-000212,4266.46,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,1,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000213,CUSTOMER-000213,2940.12,INR,FAILED,UNKNOWN,3,3,2,True,True,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000214,CUSTOMER-000214,31077.36,INR,RECOVERABLE,NETWORK_ERROR,1,1,1,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000215,CUSTOMER-000215,19704.47,INR,FAILED,NETWORK_ERROR,3,2,15,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000216,CUSTOMER-000216,362.5,INR,EXPIRED,UNKNOWN,0,0,46,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000217,CUSTOMER-000217,1598.08,INR,RECOVERABLE,NETWORK_ERROR,2,1,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000218,CUSTOMER-000218,8755.88,INR,FAILED,UNKNOWN,1,1,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000219,CUSTOMER-000219,32935.99,INR,RECOVERABLE,CARD_DECLINED,2,1,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000220,CUSTOMER-000220,3188.29,INR,RECOVERABLE,UNKNOWN,3,2,25,True,False,POLICY_BLOCKED
BATCH-000221,CUSTOMER-000221,170.5,INR,EXPIRED,UNKNOWN,0,0,38,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000222,CUSTOMER-000222,4953.68,INR,RECOVERABLE,NETWORK_ERROR,1,1,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000223,CUSTOMER-000223,8012.06,INR,FAILED,UNKNOWN,1,1,9,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000224,CUSTOMER-000224,39095.16,INR,RECOVERABLE,NETWORK_ERROR,2,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000225,CUSTOMER-000225,3782.44,INR,FAILED,CARD_DECLINED,4,3,20,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000226,CUSTOMER-000226,471.16,INR,EXPIRED,UNKNOWN,2,2,55,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000227,CUSTOMER-000227,8355.31,INR,RECOVERABLE,NETWORK_ERROR,2,1,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000228,CUSTOMER-000228,1614.58,INR,RECOVERABLE,CARD_DECLINED,2,1,11,True,True,CONTACT_FAVORABLE
BATCH-000229,CUSTOMER-000229,30293.48,INR,RECOVERABLE,CARD_DECLINED,1,0,14,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000230,CUSTOMER-000230,2080.91,INR,FAILED,PAYMENT_METHOD_EXPIRED,5,4,17,False,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000231,CUSTOMER-000231,505.65,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000232,CUSTOMER-000232,8226.92,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,2,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000233,CUSTOMER-000233,2357.75,INR,RECOVERABLE,CARD_DECLINED,1,0,8,True,True,CONTACT_FAVORABLE
BATCH-000234,CUSTOMER-000234,11565.69,INR,RECOVERABLE,CARD_DECLINED,2,2,14,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000235,CUSTOMER-000235,10932.21,INR,RECOVERABLE,NETWORK_ERROR,4,4,26,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000236,CUSTOMER-000236,141.89,INR,EXPIRED,UNKNOWN,2,0,51,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000237,CUSTOMER-000237,3302.37,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,2,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000238,CUSTOMER-000238,8664.1,INR,FAILED,CARD_DECLINED,3,2,14,True,True,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000239,CUSTOMER-000239,22409.27,INR,RECOVERABLE,NETWORK_ERROR,2,2,12,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000240,CUSTOMER-000240,14467.85,INR,RECOVERABLE,CARD_DECLINED,3,0,24,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000241,CUSTOMER-000241,616.82,INR,EXPIRED,UNKNOWN,1,0,47,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000242,CUSTOMER-000242,3582.08,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000243,CUSTOMER-000243,3038.89,INR,FAILED,CARD_DECLINED,1,1,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000244,CUSTOMER-000244,45055.71,INR,RECOVERABLE,CARD_DECLINED,2,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000245,CUSTOMER-000245,4082.7,INR,RECOVERABLE,UNKNOWN,8,3,20,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000246,CUSTOMER-000246,875.67,INR,EXPIRED,UNKNOWN,2,0,40,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000247,CUSTOMER-000247,5039.09,INR,FAILED,INSUFFICIENT_FUNDS,1,1,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000248,CUSTOMER-000248,5155.12,INR,RECOVERABLE,CARD_DECLINED,2,0,13,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000249,CUSTOMER-000249,42050.37,INR,RECOVERABLE,NETWORK_ERROR,0,0,8,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000250,CUSTOMER-000250,17608.22,INR,FAILED,NETWORK_ERROR,7,1,18,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000251,CUSTOMER-000251,710.49,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,45,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000252,CUSTOMER-000252,1279.57,INR,RECOVERABLE,NETWORK_ERROR,0,0,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000253,CUSTOMER-000253,1479.31,INR,FAILED,UNKNOWN,3,1,6,True,True,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000254,CUSTOMER-000254,11127.5,INR,RECOVERABLE,CARD_DECLINED,0,0,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000255,CUSTOMER-000255,3614.39,INR,RECOVERABLE,AUTHENTICATION_FAILED,5,4,30,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000256,CUSTOMER-000256,104.2,INR,EXPIRED,UNKNOWN,0,0,31,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000257,CUSTOMER-000257,7597.19,INR,FAILED,INSUFFICIENT_FUNDS,2,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000258,CUSTOMER-000258,3710.36,INR,RECOVERABLE,CARD_DECLINED,1,0,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000259,CUSTOMER-000259,43467.51,INR,RECOVERABLE,NETWORK_ERROR,1,0,19,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000260,CUSTOMER-000260,14652.34,INR,RECOVERABLE,CARD_DECLINED,5,5,28,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000261,CUSTOMER-000261,634.57,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,2,42,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000262,CUSTOMER-000262,5124.7,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000263,CUSTOMER-000263,6721.04,INR,RECOVERABLE,CARD_DECLINED,2,1,5,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000264,CUSTOMER-000264,19645.04,INR,RECOVERABLE,NETWORK_ERROR,2,2,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000265,CUSTOMER-000265,14968.55,INR,FAILED,UNKNOWN,5,3,19,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000266,CUSTOMER-000266,884.66,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,51,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000267,CUSTOMER-000267,1036.35,INR,RECOVERABLE,NETWORK_ERROR,1,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000268,CUSTOMER-000268,8119.98,INR,RECOVERABLE,UNKNOWN,1,1,6,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000269,CUSTOMER-000269,11464.83,INR,RECOVERABLE,CARD_DECLINED,2,1,6,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000270,CUSTOMER-000270,17380.63,INR,RECOVERABLE,AUTHENTICATION_FAILED,3,3,25,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000271,CUSTOMER-000271,815.71,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,41,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000272,CUSTOMER-000272,6382.58,INR,FAILED,INSUFFICIENT_FUNDS,1,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000273,CUSTOMER-000273,4875.46,INR,FAILED,CARD_DECLINED,1,1,9,True,True,CONTACT_FAVORABLE
BATCH-000274,CUSTOMER-000274,36436.77,INR,RECOVERABLE,CARD_DECLINED,1,0,14,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000275,CUSTOMER-000275,14105.53,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,5,3,29,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000276,CUSTOMER-000276,319.64,INR,EXPIRED,UNKNOWN,0,0,33,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000277,CUSTOMER-000277,4861.23,INR,FAILED,NETWORK_ERROR,2,2,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000278,CUSTOMER-000278,7102.8,INR,FAILED,UNKNOWN,2,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000279,CUSTOMER-000279,25314.18,INR,RECOVERABLE,NETWORK_ERROR,2,2,1,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000280,CUSTOMER-000280,9548.53,INR,FAILED,PAYMENT_METHOD_EXPIRED,5,2,26,True,True,POLICY_BLOCKED
BATCH-000281,CUSTOMER-000281,418.43,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,0,39,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000282,CUSTOMER-000282,720.26,INR,RECOVERABLE,NETWORK_ERROR,0,0,7,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000283,CUSTOMER-000283,7974.68,INR,RECOVERABLE,UNKNOWN,3,1,8,True,True,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000284,CUSTOMER-000284,14905.5,INR,RECOVERABLE,NETWORK_ERROR,0,0,14,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000285,CUSTOMER-000285,19947.99,INR,RECOVERABLE,NETWORK_ERROR,8,2,25,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000286,CUSTOMER-000286,669.45,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,51,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000287,CUSTOMER-000287,4824.42,INR,FAILED,NETWORK_ERROR,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000288,CUSTOMER-000288,1236.56,INR,FAILED,CARD_DECLINED,3,0,10,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000289,CUSTOMER-000289,22371.63,INR,RECOVERABLE,CARD_DECLINED,2,1,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000290,CUSTOMER-000290,16643.45,INR,RECOVERABLE,AUTHENTICATION_FAILED,3,2,19,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
